AgentID,CallID,CustomerID,PickedUp,Duration,ProductSold,Agent_Name
0,6929,831,No,0,0,Michele Williams
0,4725,502,Yes,184,0,Michele Williams
0,144,52,No,0,0,Michele Williams
0,185,281,Yes,171,0,Michele Williams
0,9561,437,Yes,197,1,Michele Williams
0,2434,743,Yes,228,0,Michele Williams
0,246,727,Yes,159,0,Michele Williams
0,2029,146,No,0,0,Michele Williams
0,4661,984,Yes,173,0,Michele Williams
0,5564,395,Yes,193,0,Michele Williams
0,6108,691,Yes,145,0,Michele Williams
0,6718,530,No,0,0,Michele Williams
0,3533,160,No,0,0,Michele Williams
0,4922,325,Yes,203,1,Michele Williams
0,3131,534,No,0,0,Michele Williams
0,864,280,Yes,83,1,Michele Williams
0,3528,185,Yes,175,0,Michele Williams
0,943,371,Yes,132,0,Michele Williams
0,540,492,No,0,0,Michele Williams
0,4832,722,Yes,223,0,Michele Williams
0,6440,123,Yes,144,1,Michele Williams
0,4800,137,No,0,0,Michele Williams
0,7784,861,Yes,83,0,Michele Williams
0,6085,866,Yes,75,0,Michele Williams
0,3991,1000,No,0,0,Michele Williams
0,5961,722,No,0,0,Michele Williams
0,5741,454,No,0,0,Michele Williams
0,9204,743,Yes,247,0,Michele Williams
0,7221,271,Yes,276,0,Michele Williams
0,5909,998,Yes,213,0,Michele Williams
0,6695,561,Yes,128,0,Michele Williams
0,4601,855,Yes,183,0,Michele Williams
0,7670,782,Yes,128,0,Michele Williams
0,6090,338,No,0,0,Michele Williams
0,3145,799,Yes,207,0,Michele Williams
0,2782,762,Yes,184,1,Michele Williams
0,3638,373,Yes,226,0,Michele Williams
0,9131,779,No,0,0,Michele Williams
0,2745,439,No,0,0,Michele Williams
0,792,310,No,0,0,Michele Williams
0,339,564,Yes,259,0,Michele Williams
0,2481,349,No,0,0,Michele Williams
0,9001,54,Yes,206,0,Michele Williams
0,1093,503,Yes,197,1,Michele Williams
0,6711,677,Yes,79,0,Michele Williams
0,3445,261,Yes,188,0,Michele Williams
0,1135,262,Yes,178,0,Michele Williams
0,6956,833,Yes,303,0,Michele Williams
0,4458,889,No,0,0,Michele Williams
0,4015,868,No,0,0,Michele Williams
0,8254,610,No,0,0,Michele Williams
0,4705,737,No,0,0,Michele Williams
0,1586,544,Yes,289,0,Michele Williams
0,8999,621,Yes,187,1,Michele Williams
0,7542,839,Yes,141,1,Michele Williams
0,4132,119,Yes,144,0,Michele Williams
0,8989,746,Yes,197,0,Michele Williams
0,9908,631,No,0,0,Michele Williams
0,7532,15,No,0,0,Michele Williams
0,2078,505,Yes,159,0,Michele Williams
0,2080,264,Yes,170,1,Michele Williams
0,3297,783,Yes,230,0,Michele Williams
0,3461,58,No,0,0,Michele Williams
0,8713,934,No,0,0,Michele Williams
0,3340,657,No,0,0,Michele Williams
0,4193,465,Yes,170,1,Michele Williams
0,2196,636,No,0,0,Michele Williams
0,1825,483,No,0,0,Michele Williams
0,8140,383,No,0,0,Michele Williams
0,7828,94,Yes,234,1,Michele Williams
0,4883,940,Yes,128,1,Michele Williams
0,6491,268,No,0,0,Michele Williams
0,4483,748,Yes,163,1,Michele Williams
0,7106,549,Yes,205,1,Michele Williams
0,9168,79,No,0,0,Michele Williams
0,2822,373,Yes,117,0,Michele Williams
0,1609,489,Yes,153,0,Michele Williams
0,7834,415,Yes,228,1,Michele Williams
0,4975,561,No,0,0,Michele Williams
0,2773,473,Yes,171,0,Michele Williams
0,1105,857,Yes,165,0,Michele Williams
0,7462,239,Yes,230,1,Michele Williams
0,2554,643,No,0,0,Michele Williams
0,729,618,Yes,239,0,Michele Williams
0,7480,839,No,0,0,Michele Williams
0,5857,521,Yes,96,1,Michele Williams
0,2308,750,Yes,176,0,Michele Williams
0,407,474,No,0,0,Michele Williams
0,8656,376,Yes,216,0,Michele Williams
0,1258,608,Yes,146,0,Michele Williams
0,1948,357,Yes,156,0,Michele Williams
0,2556,62,No,0,0,Michele Williams
0,1464,200,Yes,209,0,Michele Williams
0,1603,203,Yes,129,1,Michele Williams
0,8892,425,Yes,91,1,Michele Williams
0,8423,425,No,0,0,Michele Williams
0,6600,900,Yes,220,0,Michele Williams
0,8219,209,Yes,138,0,Michele Williams
0,8341,65,Yes,130,1,Michele Williams
0,4306,711,Yes,147,0,Michele Williams
0,1634,709,Yes,172,1,Michele Williams
0,9115,740,Yes,115,0,Michele Williams
0,9118,114,No,0,0,Michele Williams
0,7942,536,No,0,0,Michele Williams
0,6932,964,Yes,95,0,Michele Williams
0,8148,475,No,0,0,Michele Williams
0,6230,334,Yes,270,0,Michele Williams
0,7936,380,Yes,129,0,Michele Williams
0,4313,394,Yes,192,0,Michele Williams
0,8231,876,Yes,170,1,Michele Williams
0,3469,928,Yes,207,0,Michele Williams
0,8354,736,Yes,240,0,Michele Williams
0,393,539,Yes,210,0,Michele Williams
0,5049,707,No,0,0,Michele Williams
0,6051,979,Yes,120,1,Michele Williams
0,798,486,Yes,126,0,Michele Williams
0,8118,817,No,0,0,Michele Williams
0,2864,291,No,0,0,Michele Williams
0,2502,482,No,0,0,Michele Williams
0,1760,857,Yes,205,0,Michele Williams
0,8957,465,Yes,220,0,Michele Williams
0,8083,743,No,0,0,Michele Williams
0,3561,260,Yes,208,0,Michele Williams
0,7598,205,Yes,197,0,Michele Williams
0,4738,873,Yes,174,0,Michele Williams
0,3930,439,Yes,164,1,Michele Williams
0,7479,789,No,0,0,Michele Williams
0,3647,397,Yes,209,0,Michele Williams
0,2957,253,No,0,0,Michele Williams
0,934,925,Yes,114,0,Michele Williams
0,2027,71,Yes,226,0,Michele Williams
0,9473,543,Yes,141,1,Michele Williams
0,4702,354,No,0,0,Michele Williams
0,6152,86,Yes,245,1,Michele Williams
0,1264,103,No,0,0,Michele Williams
0,9026,721,Yes,95,0,Michele Williams
0,6556,290,Yes,111,0,Michele Williams
0,5072,189,No,0,0,Michele Williams
0,1430,698,No,0,0,Michele Williams
0,1063,727,No,0,0,Michele Williams
0,7534,407,Yes,235,1,Michele Williams
0,6197,15,No,0,0,Michele Williams
0,4511,598,No,0,0,Michele Williams
0,3216,696,Yes,114,0,Michele Williams
0,8955,16,No,0,0,Michele Williams
0,6040,647,No,0,0,Michele Williams
0,7904,504,Yes,206,0,Michele Williams
0,5834,282,No,0,0,Michele Williams
0,5082,169,Yes,161,1,Michele Williams
0,9121,388,Yes,135,0,Michele Williams
0,5837,788,Yes,166,0,Michele Williams
0,592,916,Yes,150,0,Michele Williams
0,6937,652,Yes,203,0,Michele Williams
0,9003,918,No,0,0,Michele Williams
0,9125,770,Yes,133,0,Michele Williams
0,9251,648,Yes,135,0,Michele Williams
0,6212,688,No,0,0,Michele Williams
0,5719,711,Yes,225,1,Michele Williams
0,6094,510,Yes,175,0,Michele Williams
0,1408,493,Yes,156,0,Michele Williams
0,1373,58,Yes,270,0,Michele Williams
0,8243,20,Yes,211,0,Michele Williams
0,9141,954,Yes,241,1,Michele Williams
0,3642,806,Yes,114,0,Michele Williams
0,4537,531,Yes,226,0,Michele Williams
0,9771,955,Yes,207,0,Michele Williams
0,8007,796,No,0,0,Michele Williams
0,7602,149,Yes,132,0,Michele Williams
0,9470,533,No,0,0,Michele Williams
0,9513,998,Yes,172,0,Michele Williams
0,731,827,No,0,0,Michele Williams
0,8778,202,Yes,126,0,Michele Williams
0,9023,480,Yes,189,1,Michele Williams
0,5820,517,Yes,172,0,Michele Williams
0,1793,250,Yes,167,1,Michele Williams
0,373,26,Yes,134,0,Michele Williams
0,1830,420,Yes,179,0,Michele Williams
0,4626,900,Yes,166,0,Michele Williams
0,7572,738,Yes,134,0,Michele Williams
0,1106,28,Yes,253,0,Michele Williams
0,6724,575,Yes,149,0,Michele Williams
0,4389,533,No,0,0,Michele Williams
0,8385,818,No,0,0,Michele Williams
0,950,645,No,0,0,Michele Williams
0,8026,807,Yes,85,0,Michele Williams
0,5832,570,Yes,282,0,Michele Williams
0,4393,136,No,0,0,Michele Williams
0,6607,461,No,0,0,Michele Williams
0,4639,992,Yes,272,0,Michele Williams
0,2816,434,No,0,0,Michele Williams
0,3547,456,Yes,190,0,Michele Williams
0,5368,778,Yes,199,0,Michele Williams
0,9538,188,No,0,0,Michele Williams
0,1727,429,Yes,168,0,Michele Williams
0,6617,777,No,0,0,Michele Williams
0,1729,243,No,0,0,Michele Williams
0,3308,532,Yes,150,1,Michele Williams
0,7710,885,No,0,0,Michele Williams
0,6863,211,Yes,229,0,Michele Williams
0,3758,456,Yes,220,0,Michele Williams
0,7350,539,Yes,206,0,Michele Williams
0,6868,833,Yes,172,0,Michele Williams
0,9766,489,Yes,146,1,Michele Williams
0,8812,298,No,0,0,Michele Williams
0,7318,763,Yes,247,0,Michele Williams
0,8208,188,No,0,0,Michele Williams
0,9137,817,Yes,231,0,Michele Williams
0,118,781,Yes,249,0,Michele Williams
0,1822,281,Yes,141,0,Michele Williams
0,8694,62,No,0,0,Michele Williams
0,284,60,Yes,237,0,Michele Williams
0,4296,318,Yes,166,0,Michele Williams
0,1259,811,Yes,288,1,Michele Williams
0,6594,37,Yes,180,0,Michele Williams
0,126,752,No,0,0,Michele Williams
0,659,506,Yes,103,1,Michele Williams
0,1628,940,Yes,156,0,Michele Williams
0,6640,617,No,0,0,Michele Williams
0,1510,38,Yes,177,0,Michele Williams
0,7369,32,Yes,128,1,Michele Williams
0,8462,829,Yes,54,0,Michele Williams
0,7614,181,Yes,92,0,Michele Williams
0,6480,829,No,0,0,Michele Williams
0,6605,405,No,0,0,Michele Williams
0,7698,104,No,0,0,Michele Williams
0,2488,268,No,0,0,Michele Williams
0,9077,617,Yes,152,0,Michele Williams
0,424,679,Yes,62,1,Michele Williams
0,1883,236,Yes,130,1,Michele Williams
0,5537,105,Yes,145,0,Michele Williams
0,8474,80,Yes,175,1,Michele Williams
0,1400,641,No,0,0,Michele Williams
0,5166,290,Yes,94,1,Michele Williams
0,3712,757,Yes,205,0,Michele Williams
0,7385,146,No,0,0,Michele Williams
0,1888,954,Yes,159,0,Michele Williams
0,919,631,No,0,0,Michele Williams
0,5803,72,Yes,204,1,Michele Williams
0,8481,943,Yes,164,0,Michele Williams
0,9590,962,Yes,125,1,Michele Williams
0,5174,260,Yes,186,0,Michele Williams
0,8242,253,Yes,217,1,Michele Williams
0,9809,901,No,0,0,Michele Williams
0,7882,168,No,0,0,Michele Williams
0,9176,277,Yes,226,0,Michele Williams
0,2792,332,Yes,170,0,Michele Williams
0,526,950,Yes,117,0,Michele Williams
0,7843,871,Yes,263,0,Michele Williams
0,3686,646,Yes,184,0,Michele Williams
0,3360,543,Yes,67,1,Michele Williams
0,447,722,Yes,210,1,Michele Williams
0,2998,119,Yes,200,1,Michele Williams
0,2636,733,Yes,205,1,Michele Williams
0,1543,538,Yes,280,0,Michele Williams
0,8944,80,No,0,0,Michele Williams
0,697,933,Yes,99,0,Michele Williams
0,9479,624,Yes,172,1,Michele Williams
0,7044,671,Yes,176,1,Michele Williams
0,4828,481,Yes,216,0,Michele Williams
0,5571,824,Yes,171,0,Michele Williams
0,2643,192,Yes,134,0,Michele Williams
0,1795,174,Yes,216,1,Michele Williams
0,6318,689,Yes,120,0,Michele Williams
0,1554,132,No,0,0,Michele Williams
0,6283,425,Yes,149,0,Michele Williams
0,1071,463,Yes,111,1,Michele Williams
0,2287,841,Yes,163,0,Michele Williams
0,8752,958,No,0,0,Michele Williams
0,3381,305,No,0,0,Michele Williams
0,5580,636,Yes,184,0,Michele Williams
0,8877,435,Yes,147,0,Michele Williams
0,4476,668,Yes,230,1,Michele Williams
0,469,144,Yes,170,0,Michele Williams
0,835,312,Yes,128,0,Michele Williams
0,1199,29,Yes,193,0,Michele Williams
0,5966,683,Yes,111,0,Michele Williams
0,3993,40,Yes,112,0,Michele Williams
0,475,111,Yes,82,0,Michele Williams
0,3271,693,Yes,151,0,Michele Williams
0,9886,853,No,0,0,Michele Williams
0,2542,478,Yes,206,1,Michele Williams
0,3516,520,Yes,190,1,Michele Williams
0,8487,231,No,0,0,Michele Williams
0,1210,766,Yes,197,1,Michele Williams
0,117,218,Yes,267,0,Michele Williams
0,645,760,Yes,150,0,Michele Williams
0,3605,943,No,0,0,Michele Williams
0,811,26,Yes,163,0,Michele Williams
0,8128,686,No,0,0,Michele Williams
0,852,53,Yes,171,0,Michele Williams
0,7198,871,Yes,271,1,Michele Williams
0,2794,263,Yes,168,1,Michele Williams
0,7684,131,Yes,192,0,Michele Williams
0,734,778,Yes,186,1,Michele Williams
0,1059,543,Yes,190,1,Michele Williams
0,9516,674,Yes,213,1,Michele Williams
0,857,631,Yes,169,1,Michele Williams
0,5231,130,No,0,0,Michele Williams
0,6599,67,No,0,0,Michele Williams
0,739,705,Yes,270,1,Michele Williams
0,2684,604,No,0,0,Michele Williams
0,7694,358,Yes,133,0,Michele Williams
0,6846,212,No,0,0,Michele Williams
0,3659,107,Yes,157,0,Michele Williams
0,3253,786,No,0,0,Michele Williams
0,9656,541,Yes,198,0,Michele Williams
0,3541,785,Yes,192,0,Michele Williams
0,8067,302,No,0,0,Michele Williams
0,8916,207,Yes,140,0,Michele Williams
0,3790,571,No,0,0,Michele Williams
0,5497,464,No,0,0,Michele Williams
0,8312,584,Yes,263,0,Michele Williams
0,4882,509,No,0,0,Michele Williams
0,7827,740,No,0,0,Michele Williams
0,9286,855,Yes,214,0,Michele Williams
0,1487,744,No,0,0,Michele Williams
0,2578,303,No,0,0,Michele Williams
0,517,642,Yes,129,1,Michele Williams
0,5632,98,Yes,112,0,Michele Williams
0,4160,365,Yes,147,0,Michele Williams
0,9293,901,No,0,0,Michele Williams
0,2217,776,Yes,126,0,Michele Williams
0,762,101,Yes,178,0,Michele Williams
0,401,196,No,0,0,Michele Williams
0,400,741,No,0,0,Michele Williams
0,2917,642,Yes,151,1,Michele Williams
0,7435,569,Yes,179,0,Michele Williams
0,3764,431,No,0,0,Michele Williams
0,4127,592,Yes,234,0,Michele Williams
0,8086,770,Yes,219,0,Michele Williams
0,9937,549,Yes,133,0,Michele Williams
0,3320,534,No,0,0,Michele Williams
0,9060,162,Yes,145,1,Michele Williams
0,2110,993,Yes,250,0,Michele Williams
0,8051,581,Yes,275,0,Michele Williams
0,4784,856,No,0,0,Michele Williams
0,3935,203,Yes,175,0,Michele Williams
0,7974,153,No,0,0,Michele Williams
0,6030,652,Yes,96,0,Michele Williams
0,2358,557,Yes,152,0,Michele Williams
0,1752,33,Yes,118,0,Michele Williams
0,8221,18,Yes,169,0,Michele Williams
0,8584,341,Yes,130,0,Michele Williams
0,3091,429,Yes,75,0,Michele Williams
0,3418,758,Yes,164,0,Michele Williams
0,3217,93,No,0,0,Michele Williams
0,2609,897,Yes,95,1,Michele Williams
0,7012,931,Yes,180,0,Michele Williams
0,4917,677,Yes,110,0,Michele Williams
0,547,61,No,0,0,Michele Williams
0,9325,929,Yes,237,0,Michele Williams
0,4192,799,Yes,189,0,Michele Williams
0,4436,972,No,0,0,Michele Williams
0,2735,913,No,0,0,Michele Williams
0,9330,391,No,0,0,Michele Williams
0,6047,840,No,0,0,Michele Williams
0,2375,983,Yes,115,0,Michele Williams
0,5172,592,Yes,128,0,Michele Williams
0,2255,197,Yes,218,0,Michele Williams
0,3472,201,Yes,144,0,Michele Williams
0,5294,470,Yes,181,0,Michele Williams
0,2015,424,Yes,165,0,Michele Williams
0,4204,184,No,0,0,Michele Williams
0,7513,738,Yes,139,0,Michele Williams
0,9595,192,Yes,261,1,Michele Williams
0,1251,144,No,0,0,Michele Williams
0,280,433,Yes,247,0,Michele Williams
0,158,633,Yes,150,0,Michele Williams
0,6505,872,Yes,60,0,Michele Williams
0,7157,42,No,0,0,Michele Williams
0,2024,723,Yes,165,1,Michele Williams
0,8981,164,Yes,233,0,Michele Williams
0,2390,954,Yes,162,0,Michele Williams
0,1662,826,No,0,0,Michele Williams
0,2028,150,Yes,224,1,Michele Williams
0,5309,705,Yes,117,0,Michele Williams
0,1788,900,Yes,167,0,Michele Williams
0,2518,669,No,0,0,Michele Williams
0,5698,846,Yes,130,0,Michele Williams
0,7895,795,Yes,181,0,Michele Williams
0,5697,906,Yes,208,0,Michele Williams
0,2763,148,Yes,177,0,Michele Williams
0,1671,287,No,0,0,Michele Williams
0,6075,451,Yes,135,0,Michele Williams
0,9741,205,Yes,175,0,Michele Williams
0,5319,893,Yes,200,0,Michele Williams
0,9488,874,Yes,270,1,Michele Williams
0,7538,884,Yes,142,1,Michele Williams
0,3137,474,Yes,149,0,Michele Williams
0,3866,653,No,0,0,Michele Williams
0,5324,707,Yes,175,0,Michele Williams
0,6083,915,Yes,244,0,Michele Williams
0,8634,959,No,0,0,Michele Williams
0,6448,655,No,0,0,Michele Williams
0,9757,633,No,0,0,Michele Williams
0,6451,800,Yes,191,0,Michele Williams
0,3631,958,Yes,181,0,Michele Williams
0,955,103,Yes,233,0,Michele Williams
0,9005,781,Yes,292,0,Michele Williams
0,3511,405,No,0,0,Michele Williams
0,8279,154,No,0,0,Michele Williams
0,2783,250,Yes,126,0,Michele Williams
0,2299,165,No,0,0,Michele Williams
0,5339,505,No,0,0,Michele Williams
0,6096,656,Yes,136,0,Michele Williams
0,3761,83,Yes,207,1,Michele Williams
0,9507,562,Yes,172,1,Michele Williams
0,446,930,Yes,119,1,Michele Williams
0,199,120,Yes,206,1,Michele Williams
0,6463,600,Yes,200,0,Michele Williams
0,608,494,No,0,0,Michele Williams
0,8410,179,No,0,0,Michele Williams
0,3280,308,Yes,220,1,Michele Williams
0,1580,215,Yes,244,0,Michele Williams
0,1582,407,Yes,177,1,Michele Williams
0,3039,559,No,0,0,Michele Williams
0,1261,667,Yes,179,1,Michele Williams
0,5480,489,Yes,177,0,Michele Williams
0,2073,436,Yes,146,0,Michele Williams
0,3166,722,No,0,0,Michele Williams
0,9027,302,Yes,102,1,Michele Williams
0,2197,941,Yes,207,0,Michele Williams
0,5236,748,Yes,179,0,Michele Williams
0,8909,149,Yes,198,1,Michele Williams
0,4144,476,Yes,185,1,Michele Williams
0,3658,620,Yes,163,0,Michele Williams
0,624,771,Yes,253,0,Michele Williams
0,2810,783,Yes,162,0,Michele Williams
0,8307,681,Yes,163,0,Michele Williams
0,8672,104,Yes,119,0,Michele Williams
0,992,342,Yes,215,1,Michele Williams
0,8556,562,Yes,172,1,Michele Williams
0,6733,619,Yes,84,0,Michele Williams
0,3545,296,Yes,198,0,Michele Williams
0,6489,233,Yes,106,0,Michele Williams
0,7949,527,No,0,0,Michele Williams
0,6496,10,Yes,264,0,Michele Williams
0,6859,836,Yes,223,0,Michele Williams
0,2093,457,Yes,222,1,Michele Williams
0,2821,283,Yes,111,0,Michele Williams
0,6862,428,Yes,171,1,Michele Williams
0,9291,49,No,0,0,Michele Williams
0,9170,575,Yes,157,0,Michele Williams
0,3069,769,Yes,166,0,Michele Williams
0,6867,600,No,0,0,Michele Williams
0,5136,242,Yes,193,0,Michele Williams
0,5381,854,Yes,238,1,Michele Williams
0,7922,389,Yes,181,1,Michele Williams
0,9770,590,Yes,169,0,Michele Williams
0,2224,482,Yes,191,0,Michele Williams
0,4533,301,No,0,0,Michele Williams
0,5019,597,Yes,185,0,Michele Williams
0,5771,206,No,0,0,Michele Williams
0,1742,329,Yes,116,1,Michele Williams
0,5519,218,No,0,0,Michele Williams
0,4904,544,Yes,185,0,Michele Williams
0,5067,144,Yes,121,1,Michele Williams
0,7487,80,Yes,101,0,Michele Williams
0,5652,883,Yes,145,0,Michele Williams
0,1749,199,No,0,0,Michele Williams
0,9437,985,Yes,210,0,Michele Williams
0,7004,499,Yes,152,0,Michele Williams
0,1023,52,Yes,139,0,Michele Williams
0,8707,165,Yes,259,0,Michele Williams
0,3456,506,Yes,155,0,Michele Williams
0,1271,173,No,0,0,Michele Williams
0,4309,672,Yes,119,1,Michele Williams
0,4916,17,Yes,152,0,Michele Williams
0,6403,785,Yes,192,1,Michele Williams
0,9446,153,No,0,0,Michele Williams
0,9447,974,Yes,184,1,Michele Williams
0,9835,458,No,0,0,Michele Williams
0,2490,778,Yes,183,0,Michele Williams
0,5286,779,Yes,191,1,Michele Williams
0,2856,199,No,0,0,Michele Williams
0,3222,367,Yes,246,1,Michele Williams
0,2496,975,No,0,0,Michele Williams
0,5799,806,Yes,306,0,Michele Williams
0,918,471,Yes,143,0,Michele Williams
0,188,295,No,0,0,Michele Williams
0,2134,182,No,0,0,Michele Williams
0,5422,12,Yes,137,0,Michele Williams
0,5052,737,Yes,120,0,Michele Williams
0,8846,1000,Yes,160,1,Michele Williams
0,6053,442,No,0,0,Michele Williams
0,2746,548,Yes,220,0,Michele Williams
0,3480,337,No,0,0,Michele Williams
0,765,650,Yes,186,0,Michele Williams
0,2102,981,No,0,0,Michele Williams
0,8492,454,Yes,182,1,Michele Williams
0,8371,53,Yes,192,1,Michele Williams
0,5431,771,No,0,0,Michele Williams
0,324,780,Yes,214,0,Michele Williams
0,1054,660,Yes,123,1,Michele Williams
0,5065,690,Yes,160,0,Michele Williams
0,2149,264,No,0,0,Michele Williams
0,489,731,Yes,142,1,Michele Williams
0,6069,751,Yes,160,1,Michele Williams
0,6554,334,Yes,214,0,Michele Williams
0,8378,733,Yes,135,0,Michele Williams
0,1060,353,Yes,136,0,Michele Williams
0,8015,131,Yes,182,0,Michele Williams
0,9864,23,Yes,231,1,Michele Williams
0,9231,578,Yes,165,0,Michele Williams
0,4710,502,No,0,0,Michele Williams
0,1068,922,No,0,0,Michele Williams
0,2160,3,Yes,230,0,Michele Williams
0,217,912,Yes,196,1,Michele Williams
0,7657,153,Yes,301,1,Michele Williams
0,9487,107,Yes,231,1,Michele Williams
0,8875,187,Yes,174,0,Michele Williams
0,3988,687,Yes,153,0,Michele Williams
0,1801,339,No,0,0,Michele Williams
0,2896,239,Yes,205,0,Michele Williams
0,8393,309,Yes,137,0,Michele Williams
0,2539,74,Yes,170,0,Michele Williams
0,5085,943,No,0,0,Michele Williams
0,4114,439,No,0,0,Michele Williams
0,8076,556,Yes,156,0,Michele Williams
0,6698,67,No,0,0,Michele Williams
0,4482,867,No,0,0,Michele Williams
0,3270,347,Yes,192,0,Michele Williams
0,2906,300,Yes,148,1,Michele Williams
0,6214,37,Yes,179,0,Michele Williams
0,5849,770,Yes,158,1,Michele Williams
0,5466,940,No,0,0,Michele Williams
0,7555,207,Yes,168,1,Michele Williams
0,1575,261,No,0,0,Michele Williams
0,7520,372,No,0,0,Michele Williams
0,8285,116,Yes,105,1,Michele Williams
0,9767,582,Yes,140,0,Michele Williams
0,4857,325,Yes,240,0,Michele Williams
0,9260,903,Yes,222,0,Michele Williams
0,1701,513,Yes,166,1,Michele Williams
0,7925,785,Yes,222,0,Michele Williams
0,2188,531,Yes,128,1,Michele Williams
0,4660,740,Yes,208,1,Michele Williams
0,7728,104,No,0,0,Michele Williams
0,3285,572,Yes,213,0,Michele Williams
0,5481,478,Yes,232,0,Michele Williams
0,1101,15,No,0,0,Michele Williams
0,2195,831,Yes,119,0,Michele Williams
0,983,29,Yes,98,1,Michele Williams
0,7937,149,Yes,158,0,Michele Williams
0,9906,529,Yes,206,0,Michele Williams
0,7209,275,Yes,119,0,Michele Williams
0,2321,660,Yes,176,0,Michele Williams
0,2201,470,No,0,0,Michele Williams
0,8183,458,Yes,179,0,Michele Williams
0,4996,235,Yes,159,0,Michele Williams
0,1478,166,Yes,157,0,Michele Williams
0,1476,468,Yes,238,0,Michele Williams
0,8674,793,Yes,198,0,Michele Williams
0,4273,511,No,0,0,Michele Williams
0,9917,663,Yes,204,0,Michele Williams
0,388,254,Yes,76,0,Michele Williams
0,20,828,Yes,174,0,Michele Williams
0,4277,480,Yes,189,1,Michele Williams
0,3467,8,Yes,187,0,Michele Williams
0,7708,140,Yes,175,0,Michele Williams
0,5885,24,Yes,244,0,Michele Williams
0,5007,906,Yes,226,1,Michele Williams
